,Vmag,Plx,e_Plx,B-V,SpType
24214, 7.64,  12.99,  0.96, 0.461,F8III
24215, 8.53,  10.91,  0.75, 0.560,F7V
24216, 7.99,  10.31,  1.10, 0.443,F0
24217, 8.14,   5.67,  1.06, 0.175,A3
24218, 9.77,   5.71,  1.95, 0.511,F6V
24219, 9.08,   3.84,  1.17, 0.800,F8V
24220, 7.79,   2.69,  1.25, 0.194,B2:V:nne
24221, 6.97,   1.77,  0.88, 0.037,B8
24222, 8.18,  10.10,  0.96, 0.450,G0
24223, 8.34,  12.70,  1.14, 0.470,F5
24224, 8.12,   2.48,  0.71, 1.557,M1III
24225, 8.89,  35.23,  1.58, 1.010,K2
24226, 4.45,  13.53,  0.69,-0.099,B8V
24227, 9.41,   2.44,  0.96, 1.021,K0III
24228, 8.69,  -1.51,  1.86, 1.182,G8III
24229, 8.66,   4.23,  1.19, 0.130,B9
24230,10.85,   1.22,  2.28, 0.076,A4V
24231, 8.67,   9.45,  1.16, 0.406,F2
24232, 8.33,  12.61,  1.16, 0.558,F7V
24233,10.62,   3.28,  3.00, 0.517,F0
24234, 6.78,   7.40,  0.91, 1.004,G5III...
24235, 7.32,   4.45,  0.61, 1.085,K0III
24236, 5.44,   8.71,  0.55,-0.108,B9p Si
24237, 7.28,   8.55,  0.77, 0.417,F2
24238, 6.51,   5.29,  0.50, 1.107,K1III
24239, 8.23,   7.84,  1.97, 0.518,F7V
24240, 8.61,  13.18,  1.55, 0.513,F8
24241, 9.48,   5.97,  1.54, 0.724,G8V
24242, 7.52,   4.61,  0.70,-0.016,B9
24243, 8.63,   7.58,  2.14, 0.000,B9V
24244, 9.26,   4.43,  0.80, 1.278,K3III
24245, 8.53,   1.37,  0.87, 0.077,A1V
24246, 9.01,   0.41,  1.32, 1.263,K1III
24247, 8.89,   3.91,  1.51, 0.040,A0V
24248, 9.18,  14.52,  0.78, 0.794,G8IV
24249,11.26,   5.46,  1.72, 0.518,F5
24250, 8.58,   2.85,  1.25, 0.104,A2V
24251, 8.40,   2.21,  1.43, 1.560,K2
24252, 7.90,   5.88,  0.93, 0.543,F8
24253, 8.53,   2.65,  1.23, 0.118,A0
24254, 8.58,   6.95,  1.45, 1.350,K0
24255, 8.25,   4.96,  1.18, 1.050,G5
24256, 8.87,   3.29,  1.16, 0.162,A0
24257, 7.29,  10.63,  0.88, 1.040,K0III
24258, 9.48,   4.63,  0.82, 0.531,F5V
24259, 9.42,   1.65,  1.75, 1.294,K0
24260, 8.89,   1.20,  1.12, 0.891,G8III
24261, 7.78,   1.59,  1.02, 0.031,B8
24262, 9.20,   5.68,  1.27, 0.239,A4V
24263, 9.04,   1.15,  1.70, 0.940,F6.5
24264, 9.08,   8.74,  1.02, 0.646,G2/G3V
24265,10.32,  13.80,  1.97, 0.880,
24266,10.82,  78.50,  8.94, 1.550,M5
24267, 9.44,   4.40,  1.76, 0.418,F2
24268, 8.85,   4.79,  1.31, 1.202,K0
24269, 8.56,   3.07,  1.14, 1.030,G5
24270, 8.83,   0.66,  1.28, 0.140,B8
24271,10.57,  16.01,  2.80, 0.800,
24272, 9.66,   0.92,  0.89, 0.367,A8III
24273, 9.51,  13.68,  1.05, 0.763,G8/K0V
24274,10.55,  23.35,  1.86, 1.230,
24275, 8.46,   1.99,  1.15, 0.352,F0V
24276, 5.90,   7.31,  0.74, 0.960,G7III
24277, 9.01,   5.81,  1.45, 0.554,F5
24278, 9.85,  11.23,  1.06, 0.547,G5
24279, 9.48,   5.27,  1.68, 0.007,A0V
24280, 8.51,  12.29,  1.40, 0.880,G5
24281, 7.05,   3.07,  0.82, 1.561,K4/K5III
24282, 8.73,  -0.17,  1.10, 1.113,K0
24283, 9.93,  31.41,  2.48, 1.064,K5:
24284, 8.65,   2.69,  1.37, 1.750,K0
24285, 7.90,   0.64,  1.04, 1.272,G5
24286, 9.24,   9.43,  1.41, 0.528,F8
24287, 7.38,   2.76,  0.88, 1.373,K2III
24288, 3.29,  17.69,  0.71,-0.110,B9IV: HgMn
24289, 7.73,   5.95,  0.87, 1.023,K0
24290, 8.40,   2.63,  1.42, 1.451,K0
24291, 8.50,   5.60,  0.77, 1.109,K0III
24292, 8.80,   0.92,  2.48, 0.162,A0
24293, 8.01,   6.31,  1.09, 0.140,A0V
24294, 8.46,   3.10,  1.06, 0.909,G8III
24295, 6.17,   6.83,  0.73, 0.032,A2III
24296, 9.04,   6.01,  0.88, 0.470,F5V
24297, 7.89,  10.66,  1.49, 0.503,F5
24298, 9.43,  14.55,  1.01, 0.503,sdG5
24299, 9.97,   0.73,  2.58, 0.516,F5
24300, 8.31,   4.39,  1.05, 1.017,K1III
24301, 7.34,   2.13,  0.97, 0.039,B8
24302, 8.59,  17.45,  7.67, 0.691,G5V
24303, 9.45,   9.48,  0.94, 0.655,G2V
24304, 8.94,   0.73,  1.34, 1.110,K0
24305, 8.56,   7.54,  1.13, 0.439,F2
24306, 9.27,   2.49,  1.10, 0.063,A1V
24307, 7.66,   8.78,  1.00, 0.370,F0
24308, 7.38,   0.28,  0.92,-0.017,B2V:pe
24309, 4.36,   5.83,  0.69,-0.094,B7V
24310, 8.02,   6.89,  0.92, 1.100,G5
24311, 8.98,  25.12,  1.19, 0.738,G5
24312, 9.21,   1.81,  1.24, 0.336,A3V
24313, 4.46,   9.49,  0.82, 1.166,K3III...
24314, 6.48,  38.50,  0.87, 0.542,F8
24315, 7.12,   4.94,  0.79, 1.305,K2III
24316, 8.79,   0.81,  0.75,-0.127,B7IV
24317, 8.02,   1.98,  1.09, 1.421,K5
24318, 7.82,  21.36,  1.34, 0.637,G2V
24319, 8.38,   1.79,  0.65,-0.054,B8V
24320, 8.04,   4.58,  1.28, 1.082,K0
24321, 7.74,  10.01,  0.91, 0.667,G2/G3V
24322, 4.82,  20.08,  1.39, 0.189,A4m
24323, 9.56,   3.29,  1.77, 0.467,F2V
24324, 9.29,   4.80,  1.32, 0.082,A0V
24325, 8.32,   3.34,  1.19, 1.295,K1/K2III
24326, 7.11,  18.94,  0.66, 0.636,G2V
24327, 7.68,   5.71,  0.94, 0.201,A0
24328, 8.15,   8.51,  1.32, 0.446,F3IV/V
24329,10.76,  -0.37,  1.31, 0.080,B
24330, 6.49,  12.16,  0.74, 0.204,A7Vn
24331, 6.08,   3.71,  1.43, 0.421,A5V
24332, 7.90,   4.54,  1.53, 0.100,A0
24333, 8.10,   4.04,  1.22, 0.995,G5
24334, 9.41,   0.51,  1.33, 0.198,B8
24335, 9.61,   7.24,  2.02, 0.444,F8
24336, 7.41,   5.23,  0.99, 0.588,F8V
24337, 7.50,  12.66,  1.67,-0.230,AV + (F/G)
24338, 8.92,   2.57,  1.25, 1.449,K2III
24339, 8.32,   1.99,  1.13, 0.100,A
24340, 8.74,   3.98,  0.85, 0.958,G8III
24341,10.10,   3.02,  1.04, 0.221,A3/A4V
24342,12.03,       ,      ,      ,
24343, 8.71,   1.47,  1.19, 0.936,K0
24344, 7.16,  13.46,  0.69, 0.219,A4V
24345, 8.70,   6.12,  1.40, 0.043,B9
24346, 9.02,   1.38,  0.84, 1.087,G8IV
24347, 9.27,   2.03,  1.19, 1.035,K0III
24348, 9.12,   6.43,  1.30, 0.707,G5V
24349, 7.09,   2.94,  0.81,-0.133,B8V
24350, 9.59,   6.34,  1.74, 0.327,F8
24351, 7.52,   3.98,  0.60, 1.011,K0III
24352, 9.62,   8.67,  1.75, 0.502,G0
24353, 8.19,   5.63,  0.99, 0.463,F0V
24354, 4.81,   5.97,  0.48, 1.274,K2III
24355, 6.98,   3.94,  0.68, 1.470,K4III
24356, 8.66,   3.30,  0.89, 1.040,K0
24357, 8.22,   0.63,  1.08, 1.574,K5
24358, 9.06,   2.11,  1.16, 0.352,F0
24359, 6.33,   3.92,  1.05, 1.463,M0V
24360, 7.35,   3.04,  0.97,-0.060,B8
24361, 6.86,   5.67,  0.97, 0.015,A0
24362, 7.55,   2.08,  1.06, 0.027,B8
24363, 9.15,   3.50,  1.30, 1.600,K1/K2III:
24364, 8.16,   5.77,  1.18, 0.375,A5
24365, 9.38,  -0.42,  0.81, 0.838,G6III/IVp
24366, 6.03,   4.65,  0.50, 1.392,K3III
24367, 9.24,   3.50,  1.48, 0.575,F8
24368, 9.00,   0.47,  1.56, 1.898,M2
24369, 7.35,   3.57,  1.23, 0.993,K0III
24370, 8.61,  -0.39,  1.33, 1.421,K2
24371, 9.23,   7.84,  1.63, 0.593,G5
24372, 8.13,   4.71,  0.97, 0.202,A2
24373, 9.57,   0.55,  1.58, 0.100,A0
24374, 9.18,   3.84,  1.29, 1.208,K2
24375,10.54,  25.24,  3.25, 1.645,M
24376, 6.22,  13.31,  0.87, 0.377,A9II/III
24377, 9.98,   1.90,  5.86, 0.450,F2
24378, 8.60,   3.95,  0.76, 0.351,F2
24379, 7.19,  16.76,  1.17, 0.631,F8
24380, 7.68,   0.93,  1.18, 0.054,B8
24381, 9.48,   3.64,  1.61, 0.445,F3III
24382, 9.03,   4.87,  1.13, 0.519,F7/F8V
24383, 7.41,   7.09,  0.78, 0.225,A6V
24384, 7.85,   9.34,  0.84, 0.436,F2
24385, 7.19,   8.20,  1.00, 0.210,A2
24386, 7.13,   9.16,  0.73, 0.145,A0
24387, 9.55,  11.68,  1.06, 0.654,G5V
24388, 7.96,   4.99,  1.07, 0.131,A0
24389, 9.20,   3.95,  0.99, 1.116,K1III
24390, 9.68,   6.12,  2.80, 0.500,F5
24391, 8.12,   0.76,  0.98, 1.648,K5III
24392, 8.64,   1.85,  2.10, 0.500,F2
24393, 9.67,   1.00,  1.55, 0.126,B9
24394, 8.30,   2.25,  0.76, 1.326,K2/K3III
24395, 7.16,  13.11,  1.21, 0.311,F0
24396, 9.48,   6.19,  1.04, 0.457,F3V
24397, 8.40,   3.13,  1.28, 1.211,G5
24398, 9.01,   3.31,  1.29, 0.097,A0
24399, 7.21,   8.52,  1.18, 1.030,K1IV...
24400, 8.17,   8.98,  0.80, 0.498,F6V
24401, 7.43,  31.78,  0.99, 0.719,G8V
24402, 7.41,   2.02,  0.92, 1.357,K2III
24403, 9.34,  12.14,  1.45, 0.519,F7V
24404, 8.02,   2.59,  1.01, 1.070,G5
24405, 8.12,   7.07,  0.65, 0.428,F2/F3IV/V
24406, 9.12,  18.35,  1.00, 0.768,G8III+...
24407, 7.43,  10.82,  0.89, 0.364,F0
24408, 5.75,   6.73,  0.56, 1.009,G8III
24409, 7.61,   3.01,  1.45, 1.200,K1/K2IV/V
24410, 8.52,   5.12,  1.27,-0.017,A0
24411, 9.39,   8.63,  2.83, 0.476,F7V
24412, 6.93,   5.48,  0.80, 1.104,K2III/IV
24413, 8.14,   5.53,  1.14, 0.351,A2
24414, 8.72,   4.37,  0.80, 0.312,A9V
24415, 8.65,   4.07,  1.14, 1.096,G5
24416, 9.77,  -4.53,  2.14, 1.448,M0
24417,10.32,   6.21,  2.11, 0.835,K0
24418, 0.18,   4.22,  0.81,-0.030,B8Ia
24419, 8.78,  -0.63,  1.19,-0.014,B5
24420, 8.00,   9.88,  1.01, 0.435,F3V
24421, 8.48,  -0.33,  0.70,-0.066,B9IV/V
24422, 6.36,   7.75,  0.65,-0.011,A0V
24423, 6.89,   4.46,  0.99, 1.820,M6V
24424, 9.21,   2.67,  1.22, 0.041,A0V
24425, 9.00,   3.18,  1.32, 1.180,G5
24426, 8.32,   1.71,  0.98, 0.177,A2
24427, 6.89,   5.19,  0.75, 0.308,F0
24428, 9.12,   2.38,  1.47, 1.558,K5III
24429, 6.63,   6.82,  0.90, 1.007,K0
24430, 8.40,   5.00,  1.44, 0.505,F2
24431, 6.70,   3.98,  1.31, 1.259,K2
24432, 5.50,   5.45,  0.97, 1.369,K4III
24433, 6.16,   1.90,  0.87, 0.084,A0V
24434, 8.05,   5.32,  1.83, 0.153,A0
24435, 7.72,   5.99,  0.85, 0.242,F0
24436, 9.97,  38.14,  2.22, 1.189,K2III
24437, 7.86,   4.82,  1.27, 1.169,K0
24438, 9.56,   7.46,  1.48, 0.412,F8
24439, 9.85,  26.11,  2.12, 1.118,K5V
24440, 9.45,   3.16,  1.54, 0.145,B8V
24441, 9.24,   4.78,  1.25, 0.380,F0
24442, 8.57,   5.27,  0.81, 0.368,F0V
24443,10.51,   5.57,  1.85, 0.659,F8
24444, 8.34,   0.37,  1.01, 1.665,K5
24445,10.33,  24.56, 14.81, 1.060,K:
24446, 8.12,   4.27,  1.55, 1.100,G5
24447, 8.01,  15.20,  0.98, 0.497,F5V
24448, 9.47,   2.48,  1.30, 0.120,A0
24449, 8.77,   1.12,  1.18,-0.151,B8
24450,10.39,   3.29,  1.34, 1.500,Me
24451, 8.67,   2.03,  0.97, 0.930,G8III
24452, 8.88,  14.49, 12.30, 0.971,K1
24453,11.06,   1.20,  1.33, 0.414,A9.5
24454,11.54,  41.94,  3.43, 1.520,M:
24455,10.42,   0.60,  2.05, 0.026,B8
24456, 6.75,   4.03,  1.14, 1.123,K1II
24457, 7.47,   0.80,  0.92, 0.157,B9V
24458, 8.60,   3.32,  1.47, 1.640,M3IIIvar
24459, 7.25,  10.27,  2.05, 0.368,F0...
24460, 7.15,  11.49,  0.72, 0.267,A4II
24461, 6.15,  10.61,  0.77, 1.179,K2III-IV
24462, 8.34,   4.30,  1.34, 1.745,K0
24463, 7.72,  16.54,  1.40, 0.687,G0
24464, 7.24,   3.29,  0.95, 1.441,K2III
24465, 7.52,   7.32,  1.03, 0.233,A0
24466, 9.09,   3.70,  0.91, 1.064,K0III
24467, 8.39,   4.47,  0.68, 0.521,F6IV/V
24468, 9.07,   0.72,  0.84, 1.480,K2
24469, 8.84,   4.31,  1.23, 1.168,K0
24470, 6.91,   8.94,  1.35, 0.982,G5
24471, 9.56,   6.34,  1.52, 0.522,G0
24472, 7.31,   3.03,  0.59, 1.183,K1IIICN...
24473, 8.65,   1.16,  1.18, 0.898,K0
24474, 8.44,   4.58,  1.13, 0.043,A0V
24475, 6.15,  21.77,  0.91, 0.401,F0IV
24476, 9.30,   7.81,  1.44, 0.530,F8
24477, 8.77,   2.34,  1.15, 0.169,B8
24478, 7.54,   4.85,  0.83, 1.061,K0III
24479,10.55, -54.95, 37.67,      ,
24480, 8.04,  -0.01,  1.07,-0.050,B8V
24481, 8.23,   3.91,  1.16, 0.996,G8/K0IV
24482,10.05,  10.71,  2.91, 0.641,G0
24483,10.45,   3.70,  2.10, 1.540,F8
24484, 7.94,  39.77, 22.40, 0.410,A2
24485, 7.72,  11.15,  0.86, 0.567,F8
24486, 5.06,  11.98,  0.64,-0.067,B9V
24487, 7.95,  10.92,  0.92, 0.394,F0V
24488, 5.01,  12.14,  1.17, 0.222,A9IV
24489, 6.49,   9.09,  0.50, 0.150,A6V
24490, 9.12,   5.20,  1.21, 0.155,A0V
24491, 8.59,   1.90,  0.76, 1.040,K1/K2IIIp
24492, 8.36,   7.42,  1.12, 0.548,F5
24493,10.70,   8.64,  2.41, 0.601,F5
24494, 6.26,   4.96,  0.96, 0.075,A2V
24495, 8.52,   1.67,  0.68, 1.082,G5III
24496, 9.62,   5.50,  1.28, 0.596,G + G
24497, 8.68,   2.22,  1.49, 0.244,F0
24498, 8.47,   3.78,  1.32, 0.216,A5V
24499, 9.17,   2.75,  1.02, 1.341,K2III:
24500, 8.17,   6.13,  1.39, 0.091,A0
24501, 8.56,   7.94,  1.04, 0.289,A7V
24502, 6.48,   3.81,  0.51, 1.213,K2III
24503, 8.31,   2.32,  1.09, 1.080,K1III
24504, 8.39,   2.70,  1.45, 1.333,K2
24505,11.07,  25.24,  1.74, 1.242,
24506,10.40,   5.24,  1.95, 0.534,F8V
24507, 9.30,   1.48,  1.26, 0.339,A0
24508, 7.89,  30.90,  1.19, 0.747,G8III
24509, 8.96,  12.54,  1.52, 0.673,G5
24510, 6.76,  11.65,  0.84, 0.140,A3V
24511, 7.49,   2.54,  0.88, 0.189,A5
24512, 8.41,   6.71,  1.13, 0.291,A6V
24513, 8.77,   4.14,  1.40, 0.311,A4V
24514, 6.66,   8.21,  0.62, 0.153,A2III/IV
24515, 9.20,  10.46,  1.81, 0.501,F8
24516, 8.68,   8.15,  0.79, 0.530,F8V
24517, 8.06,   5.92,  1.45, 0.554,B8
24518, 7.84,   1.15,  0.64, 1.451,K3III
24519, 8.60,   9.19,  7.44, 0.527,F6V
24520, 7.69,   9.55,  1.10, 0.551,F8
24521, 7.76,       ,      ,      ,
24522, 7.60,   3.42,  1.28, 0.249,A2
24523, 8.24,  13.07,  0.72, 0.500,F5V
24524, 9.65,  17.65,  0.94, 0.786,G8/K0V:
24525,10.24,   5.15,  1.98, 0.681,
24526, 9.27,   1.36,  1.11, 1.180,K0
24527, 9.16,   1.13,  1.35, 1.274,K0
24528, 9.85,  12.08,  1.83, 0.572,G0
24529, 8.57,   4.61,  1.15, 0.181,A0
24530,10.39,   5.95,  2.29, 0.581,CII...
24531, 8.47,   2.31,  1.14, 1.569,M4IIvar
24532, 8.91,   6.50,  1.32, 1.062,K0
24533, 8.96,   6.02,  1.30, 0.517,F6V
24534, 9.92,   6.10,  1.63, 0.299,A0
24535, 7.88,   3.06,  1.01,-0.005,A0IV/V
24536, 8.42,   4.88,  0.77, 0.474,F3V
24537, 5.52,   8.86,  0.75,-0.012,A0V
24538, 9.56,   2.66,  1.51, 0.243,A2
24539, 9.43,   5.23,  1.86, 0.340,F5
24540,10.50,  21.55,  2.38, 1.090,
24541, 7.20,   2.48,  0.61, 1.549,K5III
24542, 6.45,   3.89,  0.82, 0.670,G0
24543, 8.72,   1.88,  0.87, 1.473,K1IV
24544, 9.25,   4.17,  1.30, 0.429,G5
24545, 7.59,   3.38,  0.96, 1.203,K0
24546, 7.91,  13.04,  0.68, 0.822,G8III
24547, 8.00,   3.23,  1.03, 0.087,A0
24548, 8.65,   8.70,  1.78, 0.593,G0V
24549, 7.76,   3.23,  1.78, 0.095,B8V
24550, 9.12,  -0.14,  1.28, 1.312,K2
24551, 8.86,   2.13,  0.87, 0.267,A7V
24552, 9.88,   2.64,  2.21, 0.331,A7V
24553, 9.35,   3.38,  1.89, 0.557,F8
24554, 8.95,   6.75,  0.87, 0.989,K1IV:
24555, 8.69,  10.45,  1.05, 0.529,F7V
24556, 9.30,   6.86,  2.73, 0.478,F8
24557, 5.99,   2.24,  0.74, 0.199,O9.5Vvar
24558, 8.23,   7.31,  0.84, 0.293,A7V
24559, 6.95,   5.26,  0.70, 0.991,K0III
24560, 7.07,  16.30,  0.66, 0.537,F6/F7V
24561, 9.28,   6.95,  1.47, 0.466,G0
24562, 7.88,   3.56,  1.03, 0.031,B8V
24563, 8.89,   6.09,  1.52, 1.155,G5
24564, 7.17,   5.87,  0.92, 1.034,K0III
24565, 8.93,  19.37,  1.57, 0.761,K0
24566,12.17,   2.43,  4.42, 1.293,M0
24567, 9.23,  11.37,  1.17, 0.685,G5V
24568, 7.97,   1.70,  0.90, 1.589,K5III
24569, 7.22,   6.26,  0.96, 0.159,A2
24570, 8.50,   2.76,  1.62, 0.138,A3V
24571, 8.14,   7.61,  0.65, 0.354,F0/F2V
24572, 9.25,   9.68,  1.49, 0.467,F6V
24573, 8.35,   4.25,  0.78, 0.364,F2IV
24574, 7.80,   7.26,  1.15, 0.202,A4V
24575, 8.51,   1.76,  1.23, 1.235,K0
24576, 8.07,   5.70,  1.60, 0.355,F0...
24577, 8.27,   3.19,  0.69, 1.317,K3III
24578, 8.91,   2.20,  1.12, 0.090,B9V
24579, 8.28,  21.26,  0.75, 0.660,G3V
24580, 7.80,   4.84,  0.83, 0.216,A2/A3III
24581, 7.42,   8.81,  1.02, 0.300,A5
24582, 9.58,   3.03,  1.40, 0.191,A
24583, 8.91,   8.58,  0.96, 0.521,F6/F7V
24584,10.32,   8.68,  2.33, 0.670,G0
24585, 7.02,   3.78,  0.60,-0.103,Ap Si
24586,10.55,   0.67,  2.41, 0.234,A2
24587, 8.79,   3.22,  1.61, 0.190,A2...
24588,10.09,   2.02,  1.96, 1.237,M3
24589, 6.42,   5.36,  0.91,-0.015,A0V
24590, 0.08,  77.29,  0.89, 0.795,M1: comp
24591, 8.12,  10.53,  1.05, 0.370,F0
24592, 8.07,   6.04,  1.26, 1.143,K0
24593, 8.63,   3.15,  1.26, 0.116,B9V
24594, 7.16,   2.97,  2.37, 0.106,B3
24595, 9.72,   3.90,  1.08, 0.622,F6IV
24596, 7.92,   3.30,  0.65, 1.221,K2III
24597, 8.88,   8.94,  2.06, 0.642,G0
24598, 8.27,   4.82,  1.09, 0.329,F6V
24599, 7.96,   7.63,  0.76, 0.506,F5V
24600, 6.55,   2.25,  0.72,-0.150,B2V
24601, 7.62,   4.28,  1.24, 0.394,A3
24602, 8.82,   4.68,  1.31, 0.161,A0
24603, 9.13,   1.74,  1.54, 1.433,M3
24604, 8.07,   4.67,  1.05, 1.042,K0
24605, 8.18,   4.12,  1.24, 1.275,K0
24606, 7.58,   2.78,  0.66, 1.433,K3III
24607, 8.68,   0.40,  1.34, 1.642,M...
24608, 8.19,   5.23,  0.68, 0.340,F0IV/V
24609, 8.49,   3.78,  1.11,-0.050,A0
24610, 7.73,   6.35,  0.95, 1.158,K0
24611, 7.47,  20.13,  0.74, 0.475,F5V
24612, 9.41,  -2.49,  1.58, 1.179,G0
24613, 8.47,   1.51,  0.78, 1.598,K5
24614, 7.48,   5.33,  0.96, 0.005,B8
24615, 7.05,   5.68,  0.99, 1.051,K0
24616, 7.43,   5.37,  1.20, 1.030,G8III
24617, 9.11,   3.94,  1.25, 0.104,B8V
24618, 8.31,   5.39,  1.16, 0.352,F0V
24619, 9.07,   2.96,  1.84, 0.608,G5
24620, 7.13,   1.56,  1.57, 1.345,K0
24621, 9.50,   6.00,  1.47, 0.470,G0
24622, 7.14,   5.36,  0.58, 0.083,A2V
24623, 9.44,   5.97,  1.87, 0.479,F8
24624, 6.76,   1.02,  1.07, 0.765,F0
24625, 9.26,   0.88,  1.35, 0.007,Ap...
24626, 7.84,   0.90,  0.90, 1.554,K3III
24627, 9.96,   2.42,  1.60, 1.500,M6.5e-M9.5e
24628, 8.39,   2.48,  0.65, 1.393,K4III
24629, 9.33,   8.06,  1.77, 0.589,F5
24630, 9.39,       ,      ,      ,
24631, 6.76,   1.84,  0.84, 0.290,F0II
24632, 8.42,   5.59,  1.06, 1.126,K0
24633, 9.32,   2.60,  0.88, 1.453,K3/K4III:
24634, 9.16,   1.22,  0.87, 0.142,A4:V
24635, 8.98,   1.50,  1.12, 1.667,M2
24636, 9.59,  16.51,  4.68, 0.473,F5
24637,10.40,  24.03, 13.04, 0.672,
24638, 7.57,   5.91,  0.70, 1.147,K2IIICN...
24639, 8.53,   5.96,  1.13, 0.168,A0
24640, 6.96,  20.31,  0.76, 0.458,F5
24641, 4.81,  29.63,  0.54, 0.987,K0/K1III/IV
24642, 8.54,  18.54,  1.09, 0.667,G5III
24643,10.08,   5.50,  1.94, 0.740,
24644, 7.54,  -1.21,  1.04, 1.958,K5
24645, 6.69,  13.66,  1.64, 0.523,F7V
24646, 7.36,   5.06,  0.76, 0.224,A2
24647, 6.85,  11.64,  1.03, 1.061,K0
24648, 7.14,   6.59,  1.16, 1.011,G5
24649, 8.65,   2.21,  1.35, 0.050,B3
24650, 8.91,   6.11,  1.79, 0.470,F5
24651, 8.72,   2.52,  1.99, 0.041,A1V
24652, 6.98,   2.52,  1.99,-0.036,B9V
24653, 7.57,   3.47,  0.78, 0.863,G8III
24654, 8.13,   2.44,  0.96, 0.100,B8
24655, 7.62,   2.91,  0.93, 0.093,A0
24656, 3.59,   5.88,  0.77,-0.115,B5III
24657, 8.49,   3.25,  1.15, 0.397,F0V
24658, 8.48,   1.92,  2.96, 0.564,F0
24659, 9.96,   2.89,  1.45, 0.362,A2
24660, 9.01,   6.19,  1.14, 0.343,F2
24661, 5.48,  20.69,  0.78, 0.932,G8IV
24662, 9.73,   7.19,  1.11, 0.528,G0
24663, 7.31,  22.22,  1.05, 0.661,G0
24664, 8.97,   7.35,  0.95, 0.751,G8V
24665, 8.03,   0.36,  1.06, 1.444,K3III
24666,10.61,   7.72,  2.12, 0.633,F8
24667,10.27,   3.97,  4.69, 0.370,F2
24668, 8.77,   0.82,  1.28, 1.448,K3III:
24669, 9.47,  -0.40,  2.31, 0.397,A2
24670, 7.10,   4.37,  0.58, 0.890,G6/G8III
24671, 9.04,   5.72,  1.26, 0.113,A1V
24672, 9.23,   6.14,  1.61, 0.500,F8
24673, 7.64,  11.69,  0.64, 0.524,F5/F6V
24674, 8.52,  10.79,  1.15, 0.729,G0
24675, 8.38,   9.35,  1.21, 0.405,F0
24676,10.75,   0.00,  1.21,-0.012,B
24677, 8.41,   5.04,  1.08, 0.101,A0
24678, 9.02,   8.36,  1.10, 0.614,G1V
24679, 9.23,   4.71,  2.33, 0.458,F6V
24680, 8.04,   1.95,  1.07, 1.452,K3III
24681,10.12,   4.17,  2.23, 0.413,F8
24682, 9.41,   1.29,  1.57, 1.043,G5
24683, 9.55,   2.00,  1.45, 0.089,B9V
24684, 8.82,   8.09,  0.91, 0.543,F7V
24685, 7.36,   6.94,  1.08, 1.052,K0
24686, 8.10,   3.49,  0.95, 1.019,G5
24687, 9.85,   4.64,  1.60, 0.526,G0
24688, 8.74,   1.51,  0.80, 1.178,K1IIICN...
24689, 9.28,  19.09,  3.25, 1.015,K3V
24690, 7.93,   1.72,  1.08, 1.626,M2/M3III
24691, 7.50,   2.73,  0.95, 1.648,K5
24692, 7.39,   3.93,  0.98,-0.117,B5V
24693, 8.39,  14.12,  1.52, 0.594,G3V
24694, 8.41,   1.72,  0.98, 1.595,K5III
24695,10.47,   9.65,  7.21, 0.919,G0
24696, 8.21,   8.92,  2.25, 0.387,F5
24697, 8.80,   2.63,  0.84, 0.331,F2/F3V
24698, 7.74,   5.51,  1.32, 1.587,M2II-III
24699, 9.00,   5.71,  1.31, 0.745,K0III
24700, 8.44,  14.06,  0.88, 0.700,G2V
24701, 9.30,   1.91,  1.29, 0.180,A0
24702,10.80,  22.57,  2.03, 1.200,
24703, 8.14,   4.44,  0.95, 1.057,K0III/IV
24704, 9.05,  16.00,  0.73, 0.662,G5V
24705, 7.61,  17.43,  1.43, 0.930,K0IV
24706, 7.92,   0.37,  1.55, 0.090,B8
24707, 7.87,   2.62,  0.67, 1.204,K1II/III
24708, 8.60,   2.38,  1.12, 1.520,K2
24709, 4.54,  13.92,  1.39, 1.252,K3III...
24710,11.64,  15.16,  3.97, 1.146,M0
24711, 9.71,   1.53,  2.32, 0.221,A4V
24712, 7.41,  11.97,  1.03, 0.204,A2
24713, 9.83,   2.59,  1.53, 0.102,A0V
24714, 5.81,   9.09,  0.57,-0.023,A0V
24715,10.14,   1.02,  1.16,-0.001,A0
24716, 8.69,  -1.16,  1.50,-0.017,B9
24717, 7.28,  12.30,  1.03, 0.308,Am
24718, 7.54,   6.05,  0.92, 1.036,K0/K1:III:
24719, 7.49,   2.47,  0.57, 1.533,K3III
24720, 5.55,   4.70,  0.85, 1.492,M4III
24721, 8.94,   5.53,  0.74, 0.343,A1m...
24722, 6.15,   8.20,  0.78,-0.043,B9.5V
24723, 7.96,   6.63,  0.95, 0.218,A6V
24724,10.67,   6.39,  1.38, 0.529,F5
24725, 8.92,   4.31,  1.95, 0.601,F8
24726, 7.78,   2.70,  1.04, 0.066,B3V + B3V
24727, 8.20,   2.92,  0.74, 1.375,K0
24728, 7.76,   7.11,  0.97, 0.305,A8V
24729, 7.72,   2.16,  1.06, 1.130,G5
24730, 8.72,   4.61,  1.31, 0.266,A0
24731, 7.06,   7.29,  0.87, 1.170,K0
24732, 8.54,   4.48,  1.32, 1.256,K2/K3III
24733, 7.88,   7.07,  1.24, 0.475,F5V
24734,10.03,   6.84,  1.88, 0.528,F2V
